"DeviceID","DeviceType","Model","Location","HealthStatus","UptimeDays","FirmwareVersion","LastSeen","CPUUtilization","MemoryUtilization","PortUtilization"
"NET-0612","Access Point","Cisco Catalyst 9120AXI","Keller HS","Healthy","276","17.7.2","2026-02-19 12:52:42","54","71","0"
"NET-0613","Access Point","Cisco Catalyst 9120AXI","Timber Creek HS","Healthy","254","17.7.3","2026-02-19 07:52:42","63","62","0"
"NET-0614","Access Point","Cisco Catalyst 9120AXI","Keller HS","Healthy","110","17.8.1","2026-02-19 06:52:42","52","66","0"
"NET-0615","Access Point","Cisco Catalyst 9120AXI","Shady Grove Elem","Healthy","131","17.6.3","2026-02-19 13:52:42","59","27","0"
"NET-0616","Access Point","Cisco Catalyst 9120AXI","Stadium Complex","Healthy","77","17.6.4","2026-02-19 09:52:42","23","31","0"
"NET-0617","Access Point","Cisco Catalyst 9120AXI","Parkwood Elem","Healthy","284","17.7.2","2026-02-19 03:52:42","55","37","0"
"NET-0618","Access Point","Cisco Catalyst 9120AXI","Transportation Center","Healthy","16","17.6.3","2026-02-19 12:52:42","54","28","0"
"NET-0619","Access Point","Cisco Catalyst 9120AXI","Keller HS","Healthy","199","17.8.3","2026-02-19 15:52:42","60","23","0"
"NET-0620","Access Point","Cisco Catalyst 9120AXI","Trinity Springs MS","Healthy","33","17.8.1","2026-02-19 03:52:42","17","32","0"
"NET-0621","Access Point","Cisco Catalyst 9120AXI","Ridgeview Elem","Warning","99","17.8.4","2026-02-18 18:52:42","65","35","0"
"NET-0622","Access Point","Cisco Catalyst 9120AXI","Stadium Complex","Healthy","108","17.6.1","2026-02-19 02:52:42","62","43","0"
"NET-0623","Access Point","Cisco Catalyst 9120AXI","Indian Springs MS","Healthy","307","17.7.3","2026-02-19 07:52:42","10","71","0"
"NET-0624","Access Point","Cisco Catalyst 9120AXI","Basswood Elem","Healthy","309","17.7.1","2026-02-18 17:52:42","61","46","0"
"NET-0625","Access Point","Cisco Catalyst 9120AXI","Foster HS","Healthy","246","17.7.3","2026-02-19 01:52:42","53","64","0"
"NET-0626","Access Point","Cisco Catalyst 9120AXI","Bear Creek MS","Healthy","37","17.6.3","2026-02-19 02:52:42","58","55","0"
"NET-0627","Access Point","Cisco Catalyst 9120AXI","Central HS","Healthy","271","17.6.1","2026-02-19 15:52:42","15","57","0"
"NET-0628","Access Point","Cisco Catalyst 9120AXI","Keller HS","Healthy","9","17.7.3","2026-02-18 19:52:42","50","69","0"
"NET-0629","Access Point","Cisco Catalyst 9120AXI","Timber Creek HS","Healthy","172","17.7.4","2026-02-19 05:52:42","67","45","0"
"NET-0630","Access Point","Cisco Catalyst 9120AXI","Shady Grove Elem","Healthy","53","17.8.2","2026-02-19 00:52:42","68","65","0"
"NET-0631","Access Point","Cisco Catalyst 9120AXI","Basswood Elem","Healthy","241","17.7.3","2026-02-19 05:52:42","73","78","0"
"NET-0632","Access Point","Cisco Catalyst 9120AXI","Timber Creek HS","Healthy","117","17.7.2","2026-02-19 10:52:42","24","79","0"
"NET-0633","Access Point","Cisco Catalyst 9120AXI","Parkwood Elem","Healthy","357","17.6.3","2026-02-19 05:52:42","52","22","0"
"NET-0634","Access Point","Cisco Catalyst 9120AXI","Willowbrook Elem","Healthy","126","17.8.3","2026-02-19 03:52:42","23","20","0"
"NET-0635","Access Point","Cisco Catalyst 9120AXI","Ridgeview Elem","Healthy","262","17.7.2","2026-02-18 20:52:42","53","22","0"
"NET-0636","Access Point","Cisco Catalyst 9120AXI","Florence Elem","Healthy","65","17.6.3","2026-02-19 16:52:42","53","47","0"
"NET-0637","Access Point","Cisco Catalyst 9120AXI","Shady Grove Elem","Healthy","220","17.7.2","2026-02-19 00:52:42","59","43","0"
"NET-0638","Access Point","Cisco Catalyst 9120AXI","Liberty Elem","Healthy","251","17.6.4","2026-02-18 23:52:42","62","78","0"
"NET-0639","Access Point","Cisco Catalyst 9120AXI","Bear Creek MS","Healthy","320","17.6.4","2026-02-19 05:52:42","37","26","0"
"NET-0640","Access Point","Cisco Catalyst 9120AXI","Parkview Elem","Healthy","245","17.7.4","2026-02-19 09:52:42","12","67","0"
"NET-0641","Access Point","Cisco Catalyst 9120AXI","Liberty Elem","Healthy","135","17.6.4","2026-02-19 06:52:42","51","54","0"
"NET-0642","Access Point","Cisco Catalyst 9120AXI","Bear Creek MS","Healthy","237","17.7.3","2026-02-19 16:52:42","47","32","0"
"NET-0643","Access Point","Cisco Catalyst 9120AXI","Parkview Elem","Healthy","47","17.6.4","2026-02-18 19:52:42","64","62","0"
"NET-0644","Access Point","Cisco Catalyst 9120AXI","Liberty Elem","Warning","333","17.6.2","2026-02-19 13:52:42","17","37","0"
"NET-0645","Access Point","Cisco Catalyst 9120AXI","Trinity Springs MS","Healthy","134","17.8.3","2026-02-18 17:52:42","69","42","0"
"NET-0646","Access Point","Cisco Catalyst 9120AXI","Parkview Elem","Healthy","272","17.7.2","2026-02-19 11:52:42","40","32","0"
"NET-0647","Access Point","Cisco Catalyst 9120AXI","Shady Grove Elem","Healthy","323","17.8.3","2026-02-19 12:52:42","57","54","0"
"NET-0648","Access Point","Cisco Catalyst 9120AXI","Shady Grove Elem","Healthy","10","17.6.1","2026-02-19 04:52:42","21","73","0"
"NET-0649","Access Point","Cisco Catalyst 9120AXI","Parkview Elem","Healthy","295","17.6.4","2026-02-19 09:52:42","47","74","0"
"NET-0650","Access Point","Cisco Catalyst 9120AXI","Keller HS","Healthy","75","17.7.4","2026-02-19 07:52:42","29","34","0"
"NET-0651","Access Point","Cisco Catalyst 9120AXI","Willis Lane Elem","Healthy","358","17.7.3","2026-02-18 22:52:42","39","60","0"
"NET-0652","Access Point","Cisco Catalyst 9120AXI","Willowbrook Elem","Healthy","293","17.7.4","2026-02-19 09:52:42","22","38","0"
"NET-0653","Access Point","Cisco Catalyst 9120AXI","Willowbrook Elem","Healthy","277","17.7.1","2026-02-18 18:52:42","58","77","0"
"NET-0654","Access Point","Cisco Catalyst 9120AXI","Willowbrook Elem","Healthy","321","17.7.3","2026-02-19 08:52:42","41","53","0"
"NET-0655","Access Point","Cisco Catalyst 9120AXI","Willowbrook Elem","Healthy","12","17.6.2","2026-02-19 03:52:42","64","34","0"
"NET-0656","Access Point","Cisco Catalyst 9120AXI","Trinity Springs MS","Healthy","188","17.8.1","2026-02-19 06:52:42","67","35","0"
"NET-0657","Access Point","Cisco Catalyst 9120AXI","Parkview Elem","Healthy","320","17.8.2","2026-02-18 19:52:42","40","49","0"
"NET-0658","Access Point","Cisco Catalyst 9120AXI","Basswood Elem","Healthy","324","17.8.4","2026-02-19 07:52:42","67","79","0"
"NET-0659","Access Point","Cisco Catalyst 9120AXI","Foster HS","Healthy","42","17.7.1","2026-02-19 10:52:42","22","59","0"
"NET-0660","Access Point","Cisco Catalyst 9120AXI","Basswood Elem","Warning","183","17.6.1","2026-02-19 12:52:42","47","42","0"
"NET-0661","Access Point","Cisco Catalyst 9120AXI","Keller HS","Healthy","55","17.7.2","2026-02-19 04:52:42","56","68","0"
"NET-0662","Access Point","Cisco Catalyst 9120AXI","Shady Grove Elem","Healthy","332","17.8.3","2026-02-19 14:52:42","45","20","0"
"NET-0663","Access Point","Cisco Catalyst 9120AXI","North Star Elem","Healthy","44","17.6.1","2026-02-19 10:52:42","33","24","0"
"NET-0664","Access Point","Cisco Catalyst 9120AXI","Basswood Elem","Healthy","7","17.7.2","2026-02-19 02:52:42","48","44","0"
"NET-0665","Access Point","Cisco Catalyst 9120AXI","Liberty Elem","Healthy","75","17.6.4","2026-02-19 05:52:42","64","58","0"
"NET-0666","Access Point","Cisco Catalyst 9120AXI","Willowbrook Elem","Healthy","96","17.7.2","2026-02-19 07:52:42","51","52","0"
"NET-0667","Access Point","Cisco Catalyst 9120AXI","Parkview Elem","Healthy","329","17.7.4","2026-02-19 11:52:42","55","32","0"
"NET-0668","Access Point","Cisco Catalyst 9120AXI","Indian Springs MS","Healthy","55","17.8.4","2026-02-19 04:52:42","13","75","0"
"NET-0669","Access Point","Cisco Catalyst 9120AXI","Shady Grove Elem","Healthy","132","17.6.3","2026-02-18 23:52:42","14","43","0"
"NET-0670","Access Point","Cisco Catalyst 9120AXI","Florence Elem","Healthy","50","17.6.3","2026-02-19 00:52:42","51","24","0"
"NET-0671","Access Point","Cisco Catalyst 9120AXI","Willowbrook Elem","Healthy","80","17.6.2","2026-02-18 17:52:42","64","28","0"
"NET-0672","Access Point","Cisco Catalyst 9120AXI","Bear Creek MS","Healthy","229","17.6.1","2026-02-19 04:52:42","67","21","0"
"NET-0673","Access Point","Cisco Catalyst 9120AXI","Stadium Complex","Healthy","275","17.6.3","2026-02-18 21:52:42","57","70","0"
"NET-0674","Access Point","Cisco Catalyst 9120AXI","Bear Creek MS","Healthy","339","17.7.3","2026-02-19 08:52:42","28","60","0"
"NET-0675","Access Point","Cisco Catalyst 9120AXI","North Star Elem","Healthy","239","17.8.2","2026-02-19 07:52:42","23","61","0"
"NET-0676","Access Point","Cisco Catalyst 9120AXI","Willis Lane Elem","Healthy","346","17.7.2","2026-02-19 05:52:42","10","45","0"
"NET-0677","Access Point","Cisco Catalyst 9120AXI","Willis Lane Elem","Healthy","360","17.8.1","2026-02-19 02:52:42","62","52","0"
"NET-0678","Access Point","Cisco Catalyst 9120AXI","Parkwood Elem","Healthy","1","17.8.4","2026-02-18 19:52:42","50","47","0"
"NET-0679","Access Point","Cisco Catalyst 9120AXI","Shady Grove Elem","Healthy","182","17.7.1","2026-02-19 08:52:42","17","29","0"
"NET-0680","Access Point","Cisco Catalyst 9120AXI","Florence Elem","Healthy","210","17.8.4","2026-02-19 00:52:42","45","60","0"
"NET-0681","Access Point","Cisco Catalyst 9120AXI","Basswood Elem","Healthy","259","17.6.3","2026-02-19 01:52:42","11","20","0"
"NET-0682","Access Point","Cisco Catalyst 9120AXI","Timberview MS","Warning","61","17.8.2","2026-02-19 11:52:42","38","53","0"
"NET-0683","Access Point","Cisco Catalyst 9120AXI","Bear Creek MS","Healthy","27","17.7.3","2026-02-18 23:52:42","52","30","0"
"NET-0684","Access Point","Cisco Catalyst 9120AXI","Transportation Center","Healthy","358","17.7.2","2026-02-19 15:52:42","27","48","0"
"NET-0685","Access Point","Cisco Catalyst 9120AXI","Administrative Center","Warning","87","17.6.3","2026-02-19 05:52:42","55","73","0"
"NET-0686","Access Point","Cisco Catalyst 9120AXI","Willowbrook Elem","Healthy","264","17.6.3","2026-02-18 20:52:42","34","56","0"
"NET-0687","Access Point","Cisco Catalyst 9120AXI","Transportation Center","Healthy","45","17.8.2","2026-02-19 03:52:42","40","20","0"
"NET-0688","Access Point","Cisco Catalyst 9120AXI","North Star Elem","Critical","215","17.8.1","2026-02-18 19:52:42","41","24","0"
"NET-0689","Access Point","Cisco Catalyst 9120AXI","Indian Springs MS","Healthy","351","17.8.2","2026-02-18 18:52:42","46","28","0"
"NET-0690","Access Point","Cisco Catalyst 9120AXI","Timberview MS","Warning","208","17.7.2","2026-02-18 23:52:42","31","45","0"
"NET-0691","Access Point","Cisco Catalyst 9120AXI","Ridgeview Elem","Healthy","142","17.8.3","2026-02-19 11:52:42","17","20","0"
"NET-0692","Access Point","Cisco Catalyst 9120AXI","Transportation Center","Healthy","79","17.7.2","2026-02-19 13:52:42","14","48","0"
"NET-0693","Access Point","Cisco Catalyst 9120AXI","Basswood Elem","Healthy","116","17.7.4","2026-02-19 06:52:42","47","35","0"
"NET-0694","Access Point","Cisco Catalyst 9120AXI","Florence Elem","Healthy","51","17.8.2","2026-02-19 10:52:42","56","64","0"
"NET-0695","Access Point","Cisco Catalyst 9120AXI","Basswood Elem","Healthy","3","17.7.3","2026-02-19 03:52:42","57","40","0"
"NET-0696","Access Point","Cisco Catalyst 9120AXI","Willowbrook Elem","Healthy","125","17.7.1","2026-02-19 13:52:42","13","31","0"
"NET-0697","Access Point","Cisco Catalyst 9120AXI","Transportation Center","Healthy","305","17.7.3","2026-02-19 14:52:42","15","60","0"
"NET-0698","Access Point","Cisco Catalyst 9120AXI","Hillwood MS","Healthy","205","17.8.4","2026-02-19 10:52:42","21","69","0"
"NET-0699","Access Point","Cisco Catalyst 9120AXI","Keller HS","Healthy","94","17.6.1","2026-02-19 12:52:42","32","53","0"
"NET-0700","Access Point","Cisco Catalyst 9120AXI","Hillwood MS","Healthy","98","17.6.3","2026-02-19 11:52:42","48","47","0"
"NET-0701","Access Point","Cisco Catalyst 9120AXI","Indian Springs MS","Healthy","352","17.7.3","2026-02-18 23:52:42","48","42","0"
"NET-0702","Access Point","Cisco Catalyst 9120AXI","Stadium Complex","Healthy","341","17.8.1","2026-02-18 20:52:42","18","21","0"
"NET-0703","Access Point","Cisco Catalyst 9120AXI","Parkwood Elem","Healthy","267","17.7.1","2026-02-19 01:52:42","55","57","0"
"NET-0704","Access Point","Cisco Catalyst 9120AXI","Parkwood Elem","Healthy","224","17.6.3","2026-02-18 17:52:42","71","33","0"
"NET-0705","Access Point","Cisco Catalyst 9120AXI","Stadium Complex","Healthy","247","17.8.3","2026-02-19 00:52:42","30","70","0"
"NET-0706","Access Point","Cisco Catalyst 9120AXI","Basswood Elem","Warning","187","17.8.2","2026-02-18 20:52:42","35","43","0"
"NET-0707","Access Point","Cisco Catalyst 9120AXI","North Star Elem","Healthy","270","17.6.4","2026-02-19 09:52:42","69","79","0"
"NET-0708","Access Point","Cisco Catalyst 9120AXI","Keller HS","Healthy","220","17.7.1","2026-02-19 03:52:42","21","32","0"
"NET-0709","Access Point","Cisco Catalyst 9120AXI","Parkwood Elem","Healthy","135","17.7.3","2026-02-19 06:52:42","55","79","0"
"NET-0710","Access Point","Cisco Catalyst 9120AXI","Stadium Complex","Healthy","134","17.6.3","2026-02-19 11:52:42","36","58","0"
"NET-0711","Access Point","Cisco Catalyst 9120AXI","Parkview Elem","Healthy","254","17.6.2","2026-02-19 11:52:42","73","54","0"
"NET-0712","Access Point","Cisco Catalyst 9120AXI","Timberview MS","Healthy","95","17.8.3","2026-02-19 06:52:42","35","28","0"
"NET-0713","Access Point","Cisco Catalyst 9120AXI","Foster HS","Warning","222","17.6.1","2026-02-19 11:52:42","45","32","0"
"NET-0714","Access Point","Cisco Catalyst 9120AXI","Basswood Elem","Healthy","27","17.6.2","2026-02-18 18:52:42","47","26","0"
"NET-0715","Access Point","Cisco Catalyst 9120AXI","Timber Creek HS","Warning","58","17.8.1","2026-02-18 23:52:42","71","78","0"
"NET-0716","Access Point","Cisco Catalyst 9120AXI","Transportation Center","Healthy","257","17.7.2","2026-02-19 06:52:42","64","51","0"
"NET-0717","Access Point","Cisco Catalyst 9120AXI","Parkview Elem","Healthy","271","17.6.3","2026-02-19 02:52:42","71","63","0"
"NET-0718","Access Point","Cisco Catalyst 9120AXI","Shady Grove Elem","Healthy","105","17.8.4","2026-02-18 21:52:42","30","71","0"
"NET-0719","Access Point","Cisco Catalyst 9120AXI","Central HS","Healthy","35","17.6.2","2026-02-19 04:52:42","51","52","0"
"NET-0720","Access Point","Cisco Catalyst 9120AXI","Florence Elem","Healthy","98","17.8.3","2026-02-19 08:52:42","36","52","0"
"NET-0721","Access Point","Cisco Catalyst 9120AXI","Parkview Elem","Healthy","232","17.6.1","2026-02-19 06:52:42","16","67","0"
"NET-0722","Access Point","Cisco Catalyst 9120AXI","Timberview MS","Healthy","81","17.7.4","2026-02-19 01:52:42","30","72","0"
"NET-0723","Access Point","Cisco Catalyst 9120AXI","Basswood Elem","Critical","104","17.7.2","2026-02-18 19:52:42","12","23","0"
"NET-0724","Access Point","Cisco Catalyst 9120AXI","Florence Elem","Healthy","340","17.6.3","2026-02-19 05:52:42","59","67","0"
"NET-0725","Access Point","Cisco Catalyst 9120AXI","Keller HS","Warning","268","17.8.1","2026-02-19 04:52:42","69","32","0"
"NET-0726","Access Point","Cisco Catalyst 9120AXI","Keller HS","Healthy","181","17.6.1","2026-02-19 16:52:42","49","79","0"
"NET-0727","Access Point","Cisco Catalyst 9120AXI","Central HS","Healthy","21","17.6.2","2026-02-19 10:52:42","12","60","0"
"NET-0728","Access Point","Cisco Catalyst 9120AXI","Trinity Springs MS","Healthy","316","17.7.3","2026-02-18 23:52:42","43","38","0"
"NET-0729","Access Point","Cisco Catalyst 9120AXI","Ridgeview Elem","Healthy","213","17.8.2","2026-02-19 13:52:42","36","49","0"
"NET-0730","Access Point","Cisco Catalyst 9120AXI","North Star Elem","Healthy","303","17.6.4","2026-02-19 16:52:42","60","28","0"
"NET-0731","Access Point","Cisco Catalyst 9120AXI","Ridgeview Elem","Healthy","324","17.8.2","2026-02-19 04:52:42","11","40","0"
"NET-0732","Access Point","Cisco Catalyst 9120AXI","Bear Creek MS","Healthy","231","17.8.4","2026-02-19 09:52:42","38","59","0"
"NET-0733","Access Point","Cisco Catalyst 9120AXI","Stadium Complex","Warning","203","17.6.1","2026-02-18 22:52:42","29","31","0"
"NET-0734","Access Point","Cisco Catalyst 9120AXI","Bear Creek MS","Healthy","79","17.8.1","2026-02-19 16:52:42","18","34","0"
"NET-0735","Access Point","Cisco Catalyst 9120AXI","Keller HS","Healthy","170","17.8.1","2026-02-19 11:52:42","61","39","0"
"NET-0736","Access Point","Cisco Catalyst 9120AXI","Administrative Center","Healthy","216","17.6.2","2026-02-19 05:52:42","18","36","0"
"NET-0737","Access Point","Cisco Catalyst 9120AXI","Parkview Elem","Healthy","329","17.6.4","2026-02-19 04:52:42","70","33","0"
"NET-0738","Access Point","Cisco Catalyst 9120AXI","North Star Elem","Healthy","331","17.6.2","2026-02-19 02:52:42","16","51","0"
"NET-0739","Access Point","Cisco Catalyst 9120AXI","Foster HS","Healthy","138","17.8.2","2026-02-19 01:52:42","35","37","0"
"NET-0740","Access Point","Cisco Catalyst 9120AXI","Timberview MS","Healthy","280","17.6.3","2026-02-19 12:52:42","66","72","0"
"NET-0741","Access Point","Cisco Catalyst 9120AXI","Hillwood MS","Healthy","167","17.7.1","2026-02-19 11:52:42","74","28","0"
"NET-0742","Access Point","Cisco Catalyst 9120AXI","Hillwood MS","Healthy","145","17.8.1","2026-02-19 08:52:42","26","22","0"
"NET-0743","Access Point","Cisco Catalyst 9120AXI","Hillwood MS","Healthy","188","17.6.2","2026-02-19 05:52:42","30","40","0"
"NET-0744","Access Point","Cisco Catalyst 9120AXI","Liberty Elem","Healthy","85","17.6.3","2026-02-18 23:52:42","74","62","0"
"NET-0745","Access Point","Cisco Catalyst 9120AXI","Keller HS","Healthy","186","17.7.4","2026-02-19 13:52:42","57","75","0"
"NET-0746","Access Point","Cisco Catalyst 9120AXI","Parkwood Elem","Healthy","231","17.6.2","2026-02-19 16:52:42","38","73","0"
"NET-0747","Access Point","Cisco Catalyst 9120AXI","Timber Creek HS","Healthy","104","17.6.1","2026-02-19 01:52:42","55","29","0"
"NET-0748","Access Point","Cisco Catalyst 9120AXI","Stadium Complex","Healthy","292","17.8.2","2026-02-19 05:52:42","74","53","0"
"NET-0749","Access Point","Cisco Catalyst 9120AXI","Willis Lane Elem","Healthy","32","17.8.4","2026-02-19 09:52:42","37","57","0"
"NET-0750","Access Point","Cisco Catalyst 9120AXI","Foster HS","Healthy","285","17.8.4","2026-02-19 10:52:42","39","35","0"
"NET-0751","Access Point","Cisco Catalyst 9120AXI","Bear Creek MS","Warning","192","17.6.1","2026-02-18 21:52:42","38","42","0"
"NET-0752","Access Point","Cisco Catalyst 9120AXI","Parkview Elem","Healthy","29","17.6.2","2026-02-19 14:52:42","37","20","0"
"NET-0753","Access Point","Cisco Catalyst 9120AXI","Shady Grove Elem","Warning","276","17.6.4","2026-02-18 17:52:42","63","39","0"
"NET-0754","Access Point","Cisco Catalyst 9120AXI","Willowbrook Elem","Healthy","236","17.8.4","2026-02-19 12:52:42","25","23","0"
"NET-0755","Access Point","Cisco Catalyst 9120AXI","Shady Grove Elem","Warning","260","17.8.4","2026-02-18 17:52:42","56","37","0"
"NET-0756","Access Point","Cisco Catalyst 9120AXI","Basswood Elem","Healthy","195","17.7.4","2026-02-19 11:52:42","18","79","0"
"NET-0757","Access Point","Cisco Catalyst 9120AXI","Hillwood MS","Healthy","47","17.7.4","2026-02-19 01:52:42","44","54","0"
"NET-0758","Access Point","Cisco Catalyst 9120AXI","Bear Creek MS","Warning","41","17.8.1","2026-02-19 06:52:42","40","21","0"
"NET-0759","Access Point","Cisco Catalyst 9120AXI","Basswood Elem","Healthy","104","17.6.2","2026-02-19 12:52:42","19","41","0"
"NET-0760","Access Point","Cisco Catalyst 9120AXI","Ridgeview Elem","Healthy","204","17.6.3","2026-02-19 13:52:42","41","21","0"
"NET-0761","Access Point","Cisco Catalyst 9120AXI","Willowbrook Elem","Healthy","362","17.8.3","2026-02-19 06:52:42","55","37","0"
"NET-0762","Access Point","Cisco Catalyst 9120AXI","Florence Elem","Healthy","212","17.6.4","2026-02-19 14:52:42","31","33","0"
"NET-0763","Access Point","Cisco Catalyst 9120AXI","Ridgeview Elem","Healthy","253","17.6.4","2026-02-19 11:52:42","55","52","0"
"NET-0764","Access Point","Cisco Catalyst 9120AXI","Indian Springs MS","Healthy","318","17.6.4","2026-02-19 07:52:42","47","56","0"
"NET-0765","Access Point","Cisco Catalyst 9120AXI","Parkwood Elem","Healthy","183","17.6.4","2026-02-19 11:52:42","64","69","0"
"NET-0766","Access Point","Cisco Catalyst 9120AXI","Administrative Center","Healthy","31","17.7.1","2026-02-18 21:52:42","13","34","0"
"NET-0767","Access Point","Cisco Catalyst 9120AXI","Willis Lane Elem","Healthy","34","17.8.3","2026-02-18 21:52:42","63","38","0"
"NET-0768","Access Point","Cisco Catalyst 9120AXI","Willis Lane Elem","Healthy","252","17.8.4","2026-02-19 11:52:42","25","35","0"
"NET-0769","Access Point","Cisco Catalyst 9120AXI","Timberview MS","Healthy","211","17.7.3","2026-02-19 11:52:42","16","63","0"
"NET-0770","Access Point","Cisco Catalyst 9120AXI","Timber Creek HS","Healthy","81","17.6.3","2026-02-18 21:52:42","74","52","0"
"NET-0771","Access Point","Cisco Catalyst 9120AXI","Ridgeview Elem","Healthy","118","17.7.4","2026-02-18 18:52:42","17","67","0"
"NET-0772","Access Point","Cisco Catalyst 9120AXI","Administrative Center","Healthy","108","17.7.3","2026-02-19 16:52:42","43","38","0"
"NET-0773","Access Point","Cisco Catalyst 9120AXI","Timberview MS","Healthy","173","17.6.4","2026-02-18 17:52:42","44","71","0"
"NET-0774","Access Point","Cisco Catalyst 9120AXI","Willowbrook Elem","Healthy","55","17.6.4","2026-02-18 19:52:42","60","63","0"
"NET-0775","Access Point","Cisco Catalyst 9120AXI","Trinity Springs MS","Healthy","260","17.7.3","2026-02-19 09:52:42","69","37","0"
"NET-0776","Access Point","Cisco Catalyst 9120AXI","Basswood Elem","Healthy","345","17.8.4","2026-02-19 08:52:42","27","68","0"
"NET-0777","Access Point","Cisco Catalyst 9120AXI","Willis Lane Elem","Healthy","174","17.7.1","2026-02-19 09:52:42","27","51","0"
"NET-0778","Access Point","Cisco Catalyst 9120AXI","Central HS","Healthy","11","17.7.4","2026-02-19 02:52:42","50","35","0"
"NET-0779","Access Point","Cisco Catalyst 9120AXI","Ridgeview Elem","Healthy","343","17.6.3","2026-02-19 14:52:42","73","65","0"
"NET-0780","Access Point","Cisco Catalyst 9120AXI","Indian Springs MS","Healthy","341","17.8.4","2026-02-19 05:52:42","42","57","0"
"NET-0781","Access Point","Cisco Catalyst 9120AXI","Foster HS","Healthy","149","17.8.4","2026-02-18 21:52:42","10","79","0"
"NET-0782","Access Point","Cisco Catalyst 9120AXI","Timber Creek HS","Healthy","103","17.6.4","2026-02-18 17:52:42","48","71","0"
"NET-0783","Access Point","Cisco Catalyst 9120AXI","Parkwood Elem","Healthy","232","17.6.1","2026-02-19 04:52:42","50","49","0"
"NET-0784","Access Point","Cisco Catalyst 9120AXI","Willowbrook Elem","Healthy","148","17.7.3","2026-02-19 06:52:42","41","67","0"
"NET-0785","Access Point","Cisco Catalyst 9120AXI","Foster HS","Healthy","291","17.7.4","2026-02-19 14:52:42","44","34","0"
"NET-0786","Access Point","Cisco Catalyst 9120AXI","Stadium Complex","Healthy","35","17.7.1","2026-02-19 04:52:42","59","72","0"
"NET-0787","Access Point","Cisco Catalyst 9120AXI","Hillwood MS","Healthy","243","17.6.3","2026-02-18 18:52:42","25","32","0"
"NET-0788","Access Point","Cisco Catalyst 9120AXI","Liberty Elem","Critical","110","17.8.4","2026-02-19 00:52:42","50","26","0"
"NET-0789","Access Point","Cisco Catalyst 9120AXI","Administrative Center","Healthy","2","17.7.2","2026-02-19 10:52:42","41","61","0"
"NET-0790","Access Point","Cisco Catalyst 9120AXI","Hillwood MS","Healthy","35","17.8.4","2026-02-19 11:52:42","61","27","0"
"NET-0791","Access Point","Cisco Catalyst 9120AXI","Timberview MS","Healthy","129","17.8.4","2026-02-18 18:52:42","68","57","0"
"NET-0792","Access Point","Cisco Catalyst 9120AXI","Basswood Elem","Healthy","233","17.8.4","2026-02-18 18:52:42","15","32","0"
"NET-0793","Access Point","Cisco Catalyst 9120AXI","Transportation Center","Healthy","21","17.6.4","2026-02-19 00:52:42","74","78","0"
"NET-0794","Access Point","Cisco Catalyst 9120AXI","Florence Elem","Healthy","355","17.6.4","2026-02-19 14:52:42","25","70","0"
"NET-0795","Access Point","Cisco Catalyst 9120AXI","Timber Creek HS","Healthy","9","17.7.1","2026-02-19 03:52:42","13","60","0"
"NET-0796","Access Point","Cisco Catalyst 9120AXI","Indian Springs MS","Healthy","344","17.6.3","2026-02-18 23:52:42","14","34","0"
"NET-0797","Access Point","Cisco Catalyst 9120AXI","Stadium Complex","Healthy","66","17.6.3","2026-02-18 22:52:42","64","40","0"
"NET-0798","Access Point","Cisco Catalyst 9120AXI","Florence Elem","Healthy","157","17.8.4","2026-02-18 18:52:42","24","28","0"
"NET-0799","Access Point","Cisco Catalyst 9120AXI","Willowbrook Elem","Healthy","14","17.8.4","2026-02-19 10:52:42","26","46","0"
"NET-0800","Access Point","Cisco Catalyst 9120AXI","Willis Lane Elem","Healthy","191","17.6.2","2026-02-19 11:52:42","49","45","0"
"NET-0801","Access Point","Cisco Catalyst 9120AXI","Parkwood Elem","Healthy","247","17.6.2","2026-02-19 16:52:42","41","53","0"
"NET-0802","Access Point","Cisco Catalyst 9120AXI","Willis Lane Elem","Healthy","291","17.7.2","2026-02-18 23:52:42","21","22","0"
"NET-0803","Access Point","Cisco Catalyst 9120AXI","Parkwood Elem","Healthy","282","17.8.3","2026-02-19 01:52:42","63","73","0"
"NET-0804","Access Point","Cisco Catalyst 9120AXI","Bear Creek MS","Healthy","63","17.7.1","2026-02-19 15:52:42","15","26","0"
"NET-0805","Access Point","Cisco Catalyst 9120AXI","Florence Elem","Healthy","12","17.8.4","2026-02-18 20:52:42","45","25","0"
"NET-0806","Access Point","Cisco Catalyst 9120AXI","Parkview Elem","Healthy","45","17.8.3","2026-02-18 18:52:42","37","20","0"
"NET-0807","Access Point","Cisco Catalyst 9120AXI","Willis Lane Elem","Healthy","355","17.7.1","2026-02-19 09:52:42","70","25","0"
"NET-0808","Access Point","Cisco Catalyst 9120AXI","Basswood Elem","Healthy","168","17.6.2","2026-02-19 16:52:42","48","35","0"
"NET-0809","Access Point","Cisco Catalyst 9120AXI","Keller HS","Healthy","203","17.7.4","2026-02-19 05:52:42","10","73","0"
"NET-0810","Access Point","Cisco Catalyst 9120AXI","Foster HS","Healthy","303","17.6.3","2026-02-18 18:52:42","35","68","0"
"NET-0811","Access Point","Cisco Catalyst 9120AXI","Administrative Center","Healthy","72","17.8.3","2026-02-19 13:52:42","35","58","0"
"NET-0812","Access Point","Cisco Catalyst 9120AXI","Transportation Center","Healthy","290","17.7.4","2026-02-19 16:52:42","15","33","0"
